JD RV eRV
2454194.89389002 -2.04464765629012 0.935697305228457
2454196.88339864 0.158951872218754 0.974818521763326
2454197.89481461 0.0215819660305692 0.948780095233641
2454198.89025657 -0.899031624728845 0.987029252262431
2454199.91820074 -0.0690163746514479 0.935539425447217
2454200.92062146 -0.559802752531239 0.949609404705603
2454202.91868991 -0.867433647363206 0.936731151104037
2454227.8437991 -0.645968499606764 0.956307934526572
2454291.59693652 -2.56673870810923 0.987689165352944
2454298.71451245 -1.33159494744708 1.01789926889117
2454315.66129567 0.662339037433082 1.14495334971825
2454316.64730366 -0.68899967207369 1.01027086392523
2454319.63796979 -0.513100523327203 0.936381992020086
2454320.6502451 -0.696187260042643 0.899027604780791
2454340.65058743 1.0117817081386 0.899656624162483
2454343.55719545 1.70383868929925 0.872743931462092
2454347.55814126 3.09099368806059 0.912168850224854
2454385.52387849 0.258317229252725 1.06317724773029
2454389.50158642 2.04019414264918 1.18748718056368
2454523.88129936 0.653040825438647 0.963462100740801
2454551.90899793 -0.10702546589572 0.933011062325025
2454588.92100221 -0.347321547878456 1.02516698015071
2454948.80974335 -2.821072342728 0.931820369464121
2454951.82600262 -0.00983404752754025 0.994503665902403
2454956.84293425 -3.25410487859855 0.938323604984227
2455054.65252672 0.663062540482889 0.990131233259704
2455283.88004094 -0.382856973123234 0.929029682655706
2455305.87911864 1.32485902024395 0.958183889712831
2455388.58707973 -0.390861170688382 0.955468290326156
2455396.59811648 -1.52680148676291 1.04423641522018
2455403.64732272 -1.37674420877451 1.06063247611969
2455457.54186471 0.388489836279986 0.966040829387552
2455485.49053456 1.3966237666 1.05741681687292
2455634.89240237 -2.82783944941923 0.935476483285941
2455645.90335762 -2.80966925658076 0.913671060327231
2455660.83414047 -2.90802228441438 0.972866243665787
2455672.84473393 -0.55380943806142 0.917174251851457
2455674.84575082 0.00823330811013978 0.944115954417386
2455675.83517508 -4.00121627664414 0.965978483686653
2455676.83521272 -1.94241815977702 0.970294898199934
2455677.8010341 -0.716358005218369 0.999679630091496
2455678.8491637 -2.06859139435222 0.988814339168233
2455679.77929802 -2.76332742980727 0.927177353266595
2455680.73131963 -2.69064862180445 0.986279181098467
2455681.7324525 -0.746196733678329 0.926809813314903
2455682.73167456 -1.93402279170331 0.968489531510293
2455683.74012079 -1.92732842967188 0.945409507276485
2455684.74218829 -2.10657527115282 0.906889013864841
2455685.72725136 -1.71068660363211 0.948273865181351
2455686.9383229 -3.24110072123506 0.939682569876554
2455689.75555423 -0.0280993589684491 1.1868352449257
2455690.81294262 -1.59795569044576 0.980424650747763
2455691.83830247 -3.84738837024621 0.994462408351015
2455692.7333645 -3.19375933076095 0.927956494318774
2455693.76707904 -2.53932263500454 0.946300068506667
2455753.73938534 2.31828124931159 1.0584633992933
2455754.6603078 0.660271445757116 1.09996735427209
2455769.53984974 1.39415548363121 0.976259687179478
2455776.5134737 0.0156114374234955 1.05743304929626
