JD RV eRV
2454194.89389002 -1.96960160419505 0.935697305228457
2454196.88339864 -0.678253594010933 0.974818521763326
2454197.89481461 -2.17579998540432 0.948780095233641
2454198.89025657 -0.957551820408371 0.987029252262431
2454199.91820074 -2.37628368427373 0.935539425447217
2454200.92062146 -4.10682403804899 0.949609404705603
2454202.91868991 -2.01032324093067 0.936731151104037
2454227.8437991 -0.829546406869868 0.956307934526572
2454291.59693652 -2.18214797525034 0.987689165352944
2454298.71451245 -0.196732904396439 1.01789926889117
2454315.66129567 -0.345154906151966 1.14495334971825
2454316.64730366 -0.224188133398291 1.01027086392523
2454319.63796979 -0.584347805821043 0.936381992020086
2454320.6502451 1.3263686156644 0.899027604780791
2454340.65058743 -1.47354123878208 0.899656624162483
2454343.55719545 -0.258721669523557 0.872743931462092
2454347.55814126 -0.248577731415781 0.912168850224854
2454385.52387849 1.59032602369322 1.06317724773029
2454389.50158642 3.65136371918942 1.18748718056368
2454523.88129936 -0.274692077589566 0.963462100740801
2454551.90899793 -0.057230907873101 0.933011062325025
2454588.92100221 3.32104808640254 1.02516698015071
2454948.80974335 -0.00592750319214841 0.931820369464121
2454951.82600262 -1.52237276781541 0.994503665902403
2454956.84293425 -1.54881696853443 0.938323604984227
2455054.65252672 1.57948449708885 0.990131233259704
2455283.88004094 0.56516240567355 0.929029682655706
2455305.87911864 0.101213592908491 0.958183889712831
2455388.58707973 -0.822969361270353 0.955468290326156
2455396.59811648 -2.22740590541711 1.04423641522018
2455403.64732272 -2.72721310772875 1.06063247611969
2455457.54186471 1.10436120712759 0.966040829387552
2455485.49053456 -0.739725703881521 1.05741681687292
2455634.89240237 -5.72230408281446 0.935476483285941
2455645.90335762 -3.58895895428007 0.913671060327231
2455660.83414047 -0.703039523177413 0.972866243665787
2455672.84473393 -3.52725615130473 0.917174251851457
2455674.84575082 -0.696665014847724 0.944115954417386
2455675.83517508 -2.50072495254665 0.965978483686653
2455676.83521272 -0.261140779720698 0.970294898199934
2455677.8010341 -1.25534356003045 0.999679630091496
2455678.8491637 -2.16828490122936 0.988814339168233
2455679.77929802 -3.09456352326132 0.927177353266595
2455680.73131963 -1.4793837710032 0.986279181098467
2455681.7324525 -4.24031382819527 0.926809813314903
2455682.73167456 -2.39071786592764 0.968489531510293
2455683.74012079 -1.27291925496981 0.945409507276485
2455684.74218829 -0.852862902497999 0.906889013864841
2455685.72725136 -1.76081861920553 0.948273865181351
2455686.9383229 -2.91631206975785 0.939682569876554
2455689.75555423 -2.37351030686128 1.1868352449257
2455690.81294262 -2.57776855215348 0.980424650747763
2455691.83830247 -1.53109794853357 0.994462408351015
2455692.7333645 -3.4107715416477 0.927956494318774
2455693.76707904 -2.3422852624797 0.946300068506667
2455753.73938534 2.72194270251786 1.0584633992933
2455754.6603078 3.56249759093471 1.09996735427209
2455769.53984974 2.49197235565178 0.976259687179478
2455776.5134737 4.40660114315405 1.05743304929626
2455777.57781063 3.07841329507725 0.969018768196325
2455778.62274934 3.94610056690989 1.28802914764357
2455779.68806758 2.09394461662593 0.959518856876714
2455782.63985252 2.64586187089179 1.23924869488661
2455802.52366171 5.45055977129448 1.05396922717087
2455803.55551215 3.16386782740546 1.08874559071132
2455804.50617639 3.59815412907656 1.20021247953951
2455805.50187119 3.8908994602847 0.958410148652878
2455807.51110498 2.8614689551404 0.958305669393878
2455809.59443943 5.52729027796413 0.93916707638845
2455810.54669791 3.88141851527156 0.94144397964136
2455835.49883763 2.32430780406133 1.0084365893497
2455836.48134542 2.14037580497898 0.943252173555777
2455837.47875957 3.81865988924854 0.95441433944169
2455839.48260413 2.57044466016347 0.923078947425198
2455840.48460209 3.31930935193469 0.978617345415872
2455841.49425022 4.59633204366614 1.01126703866215
2455842.48475681 1.16781333274908 0.949216802058352
2455844.4782007 4.01677956216992 1.05272585823664
2455845.4942388 1.80003704853052 0.943196152107354
2455992.88068255 -0.544287555683016 1.01192489628643
2455994.88511398 -1.27128219880936 1.11030623644182
2456064.78310066 0.389062118956286 1.06453679219266
2456078.76110756 1.37005072350053 0.979414545431101
2456079.69780111 1.25653266810786 0.988553715516612
2456080.76081626 1.2169584868423 0.944596681498924
2456081.76931458 -0.477424265203203 0.931828434687788
2456082.73175714 -0.528902980498672 1.28079593106514
2456083.70307591 0.696536493013933 0.983554480932198
2456085.7582927 0.349246325846417 0.944218283107262
2456087.76372257 1.81990648614549 1.01385599873422
2456088.80523224 1.11924835864597 0.974518255066959
2456089.6824904 1.01775246111377 1.0273654069542
2456094.77751947 0.96793930903539 0.932684869025994
2456102.58681982 -0.464068000116507 0.986306784651767
2456117.54847214 -1.95425594411249 0.931420362684928
2456357.90331722 -2.90260118723067 1.02578257875422
2456360.89396794 -3.66824725816311 1.07251909496701
2456361.89476063 -3.03401767069893 1.1063049309016
2456363.90597725 -3.53072959586481 1.03333672152143
2456364.89363292 -3.9354163354989 1.06435832007062
2456365.88751615 -3.45620576340905 1.00919878705663
2456367.90444068 -3.15306679836374 1.06109369866475
2456368.8925483 -4.44309102600685 1.06690226313451
2456369.90882975 -3.34922347864451 1.01248381350077
2456371.91332313 -3.04519897020965 1.14084322534102
2456372.90424358 -3.02642233988849 1.00775024578177
2456373.89782625 -1.18071337669661 0.970596008629375
2456417.93551973 -0.433218415557843 1.0013679468074
2456418.90702374 -0.513681412102097 1.0150166414172
2456419.7948782 -2.26393168812627 0.811169604083395
2456420.813393 0.51513591876662 0.806437855083769
2456421.92697086 -0.560482136550661 0.877996080194959
2456422.92755988 0.274213232365216 1.02992758292328
2456423.83528408 0.187105879080444 1.1189299518033
2456424.66066489 -0.218024144228851 1.12945383537911
2456426.82344712 0.950851112201736 0.809551143146301
2456427.90970051 0.926619278967135 1.30821209162986
2456428.913935 0.0554838180314077 0.869795339390279
