JD RV eRV
2450602.01139576 1.31287485322892 1.26884956160264
2450602.95647017 2.63101814698054 1.19191031740966
2450604.0017 0.403415966550024 1.7
2450604.96684172 3.77878033896591 1.33979476363215
2450605.95574215 1.64064108953315 1.25373871013727
2450606.99606285 1.41346008787963 1.29768062349665
2450607.86098 1.80676969112057 1.75316856006489
2450609.02068 0.434008243084417 1.86075253593808
2450610.11484276 0.245138118764038 1.51201032969767
2450665.8355 -1.00962661532888 1.55206314304541
2450954.99624 1.13957932421859 2.20988687493274
2450981.87418 0.567993791590192 1.70883000909979
2450982.88569 1.19939900882917 1.59511755052723
2450984.02388 0.915661990932308 1.75316856006489
2451009.86528 0.620636827231868 1.7
2451011.84227 0.763844215559178 1.72652830848498
2451012.82292 0.862572564825631 1.74427635425124
2451013.82429 0.702777532667444 1.5179262169157
2451050.80938 0.171693240870553 1.72652830848498
2451051.82196 2.80447206298395 1.76207264322445
2451068.79946 0.276008642682748 1.5179262169157
2451069.81397 0.854681524631322 1.54350251052598
2451070.82905298 0.590187692064396 1.16742278753911
2451071.79981479 0.513525371971145 1.23724494616217
2451072.790292 2.84270769320955 1.21580222913378
2451073.82866056 0.929582433209276 1.10267968186753
2451074.775 -0.334292709293675 1.5179262169157
2451228.15524 0.599680417569579 1.75316856006489
2451229.14388 0.587318259576722 1.74427635425124
2451311.03688 -0.76006895752625 2.38799078725191
2451312.01389 1.74048046151121 2.68208873827843
2451313.04021 0.524090840569682 2.37857099957096
2451341.02147 0.829041856066312 1.71767284428671
2451341.90061 1.42148613399149 1.59511755052723
2451367.84914 2.11375236988801 1.93328735577513
2451368.83909 1.28506013630306 1.75316856006489
2451370.00729 0.93717500828308 1.7353962083628
2451370.90907 1.981989832667 1.61245154965971
2451371.90501 3.24044025446228 1.84271538768199
2451409.85442 0.195535690018397 1.50096635538576
2451410.8342 0.68818257410667 1.5179262169157
2451411.84208 1.37940820241181 1.77991572834222
2451438.73354 0.464641217253403 1.5864740779477
