JD RV eRV
2450602.01139576 0.286431834070713 1.26884956160264
2450602.95647017 -1.2945818000829 1.19191031740966
2450604.0017 3.82217390922332 1.7
2450604.96684172 -1.56574704622842 1.33979476363215
2450605.95574215 -1.28629538679445 1.25373871013727
2450606.99606285 1.39946343431467 1.29768062349665
2450607.86098 -3.29042936988293 1.75316856006489
2450609.02068 -4.11743366214205 1.86075253593808
2450610.11484276 -2.20665625761916 1.51201032969767
2450665.8355 0.095713438541199 1.55206314304541
2450954.99624 -0.592987171076126 2.20988687493274
2450981.87418 -1.42107558088539 1.70883000909979
2450982.88569 2.78147993015507 1.59511755052723
2450984.02388 -0.815065998014013 1.75316856006489
2451009.86528 -3.27883832993039 1.7
2451011.84227 0.205841425989619 1.72652830848498
2451012.82292 2.82933642017708 1.74427635425124
2451013.82429 -0.185569234227631 1.5179262169157
2451050.80938 0.40230750643927 1.72652830848498
2451051.82196 4.99399210839885 1.76207264322445
2451068.79946 1.18968869541998 1.5179262169157
2451069.81397 -4.62077079046194 1.54350251052598
2451070.82905298 -3.50289329163805 1.16742278753911
2451071.79981479 -6.71849090498205 1.23724494616217
2451072.790292 -2.08155406988196 1.21580222913378
2451073.82866056 -2.95651368321383 1.10267968186753
2451074.775 -3.29045144354452 1.5179262169157
2451228.15524 -0.413462446229631 1.75316856006489
2451229.14388 -1.49613134848702 1.74427635425124
2451311.03688 1.16858632926766 2.38799078725191
2451312.01389 -1.97569029305911 2.68208873827843
2451313.04021 -3.46638318335691 2.37857099957096
2451341.02147 0.192406776933649 1.71767284428671
2451341.90061 1.05176022962292 1.59511755052723
2451367.84914 2.342331435722 1.93328735577513
2451368.83909 -1.29960210844312 1.75316856006489
2451370.00729 6.12156545092119 1.7353962083628
2451370.90907 2.24068353528672 1.61245154965971
2451371.90501 1.42138443351961 1.84271538768199
2451409.85442 -3.25881203314175 1.50096635538576
2451410.8342 0.233254012333451 1.5179262169157
2451411.84208 -4.16034864351777 1.77991572834222
2451438.73354 1.17568930622416 1.5864740779477
2451680.06566 0.208486811402996 2.48243831746128
2451702.98234 1.17893313757917 1.84271538768199
2451703.97018 -1.30684146966443 1.75316856006489
2451705.01536 1.37295366501134 1.8969449122207
2451705.94735 1.18461794397952 1.76207264322445
2452007.12157 -0.650282559155722 1.86978608402138
2452097.94112 -0.950241350310455 1.96977156035922
2452133.76779 0.611287628751695 2.14478437144623
2452445.92377 -4.95633630447833 1.97891384350103
2452537.79383 1.01691396291966 2.01556443707464
2452777.11632 0.731261404909066 2.03393706883964
2452834.85156 -0.175302121558742 2.02474689776278
2453072.13873 -0.339988048361442 1.90601678901315
2453180.89628 1.06310296890739 1.86075253593808
2453181.89036 2.47462504622433 1.80676506497109
2453195.82664 1.56586040438152 1.83371208208922
2453237.89109 1.60573664201431 1.91509790872425
2453301.74204 3.34579622655584 1.85172892184574
2453550.91339067 1.69274879568205 1.27482411313401
2453602.85251626 -2.51888268604874 1.33059604226235
2453807.1256057 2.84076523591509 1.28250652399948
2453926.95874307 3.67269175397242 1.40430831315394
2453933.85065044 -0.896984153378082 1.37698039219793
2453934.81932493 -2.5754388276524 1.30325457068532
2453960.89900841 0.574646892632859 1.41867317280477
2453961.85907232 3.38438462672914 1.36394760202122
2453962.78850014 0.483608311514291 1.39074119228219
2453963.8327338 3.68239670173431 1.39268876947312
2454247.0349 -2.38637434234541 1.80676506497109
2454248.12638 1.21773816885952 2.22854212434946
2454249.97027 -0.356823202234425 1.79780421625938
2454251.01231 1.46512352553061 1.5179262169157
2454251.97399 3.14093681610534 1.76207264322445
2454256.00550307 -0.0278048409048138 1.26673099926029
2454277.91484 0.732649882396448 2.08
2454278.97111 4.86381852656304 2.16335387766311
2454285.97595992 -1.54703967513207 1.52155029954443
2454294.98802 -4.79853966569302 1.68237926758505
2454304.96059 -2.23173527420048 1.91509790872425
2454305.96227 0.563934539144775 1.80676506497109
2454306.93872 0.0452551784065632 1.87882942280559
2454307.98903 3.03835235000259 1.66481230173254
2454308.95786 2.9967303826801 1.90601678901315
2454309.95411 4.73129263990243 1.70883000909979
2454310.94662 2.53413012399383 1.68237926758505
2454311.94464 3.58215093229594 1.59511755052723
2454312.94022 0.830533957581039 1.62114157308978
2454313.93723 1.9485184653503 1.79780421625938
2454314.97792 -0.135757158807222 1.77991572834222
2454335.85352931 -4.20230732372272 1.26676787063595
2454336.88714 0.168428944284103 1.5864740779477
2454337.83452 0.131286880109687 1.7353962083628
2454338.88034 0.478871794786859 1.56923548264752
2454343.81304 -0.580030392917535 1.59511755052723
2454344.93705 -3.20976998374896 1.76207264322445
2454396.70932 0.824329753675113 1.65604951616792
2454397.71094 1.37242897182814 1.62114157308978
2454399.73488 -0.262222979464485 2.01556443707464
2454633.89999 -1.14013142343125 1.77098842458103
2454717.75225 1.65387768112533 1.83371208208922
2454718.75463 -1.38568829870949 1.68237926758505
2454719.77178 1.87272527292827 1.69118301789014
2454723.75848 1.29928253389888 1.47566933965574
2454724.76413 -1.69643609399564 1.77991572834222
2454930.0562 1.0782567823611 1.93328735577513
2455463.82729336 0.917606318427448 1.08453353374544
2455607.13942 -0.668692091250643 1.75316856006489
2455608.1255 -0.348731046535683 1.65604951616792
2455609.16581 -1.37673024576662 1.76207264322445
2455614.15954 -2.53983002285354 1.72652830848498
2455634.09232 3.20075523123779 1.5864740779477
2455635.11458 -2.85429746038604 1.62984661855035
2455636.15043 5.42192766673046 1.52643375224737
2455637.1206 -2.58249947581517 1.69118301789014
2455638.0751 0.737218594925011 1.53495928284759
2455665.02443 1.41009259295364 1.55206314304541
2455668.0309 3.30196745656319 1.7
2455670.05167 -1.78743516489158 1.77991572834222
2455671.06971 0.525870625931176 1.57784663386528
2455671.996 -1.26574581244546 1.55206314304541
2455672.97787 0.181830123194515 1.64730082255792
2455673.96678 3.86084055361358 1.62984661855035
2455697.12781 2.16218562332748 1.57784663386528
2455697.88552 0.845581570949317 1.65604951616792
2455699.88262 0.307837376293283 1.68237926758505
2455704.86933 -1.81623356079705 1.62114157308978
2455705.86311 2.86247682420993 1.46727638841494
2455706.85376 1.3911296583768 1.61245154965971
2455707.86373 1.09971851096486 1.9423954283307
2455720.02477 0.825118332601493 1.65604951616792
2455723.02287 -1.86020508630101 1.71767284428671
2455723.87029 3.6098829158994 1.63856644662339
2455726.94425 -2.17673809680861 1.60377679244962
2455733.83426 -2.5785252612457 1.7
2455734.88248 -2.73885277002458 1.54350251052598
2455735.84993 1.09934363363332 1.49251465654445
2455749.97873 -0.719815374196351 1.78885438199983
2455751.77095 1.20011666091126 1.70883000909979
2455752.7645 2.37855833811884 1.72652830848498
2455759.77037 -0.812384328617373 1.61245154965971
